name,city,cuisine,rating,price_range,coordinates,phone,url,address,opening_hours
Krispy Krunchy Chicken - Hell's Kitchen,new-york,"['American', 'Salads', 'Wings']","{'@type': 'AggregateRating', 'ratingValue': 4.1, 'reviewCount': '212'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.762648, 'longitude': -73.989951}",+12122456260,https://www.ubereats.com/new-york/food-delivery/krispy-krunchy-chicken-hells-kitchen/g3RN9Nj6QdCUpP4ezZpmOQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10019', 'addressCountry': 'US', 'streetAddress': '707 9th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '10:30', 'closes': '4:0'}]"
Rivington Pizza,new-york,"['Pizza', 'American', 'Italian']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7192175, 'longitude': -73.98459249999999}",+19292706113,https://www.ubereats.com/new-york/food-delivery/rivington-pizza/E10OaRh9SiWykHIhfJquBQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '170 Rivington St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '22:0'}]"
The Ice Cream Shop ,new-york,"['Desserts', 'Ice Cream and Frozen Yogurt', 'Kids Friendly']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7436614, 'longitude': -74.0001508}",+12126207461,https://www.ubereats.com/new-york/food-delivery/the-ice-cream-shop/7KXwz1VvSkOzSffagGUC4w,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '197 8th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '0:0', 'closes': '23:59'}]"
Potbelly Sandwich Shop (Reade and Broadway | 264),new-york,"['Deli', 'Salads', 'Sandwich']","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '43'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.71429899999999, 'longitude': -74.0058154}",+16462894206,https://www.ubereats.com/new-york/food-delivery/potbelly-sandwich-shop-reade-and-broadway-%7C-264/irtZLmgdR0uYRZxDYhlEJg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10007', 'addressCountry': 'US', 'streetAddress': '280 Broadway'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '0:0', 'closes': '23:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '16:30'}]"
El Cocotero Restaurant,new-york,['Venezuelan'],{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7414977, 'longitude': -73.9993703}",+12122068930,https://www.ubereats.com/new-york/food-delivery/el-cocotero-restaurant/iKotqytESkiu2TrfTIJ9LA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10011', 'addressCountry': 'US', 'streetAddress': '228 West 18th St.'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Monday', 'opens': '12:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:0', 'closes': '23:0'}]"
Ajisai Japanese Restaurant (9th Avenue),new-york,"['Sushi', 'Asian', 'Japanese']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7595426, 'longitude': -73.99212380000002}",+12127572688,https://www.ubereats.com/new-york/food-delivery/ajisai-japanese-restaurant-9th-avenue/Tp459M7qSNawiuFELFAyJQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10036', 'addressCountry': 'US', 'streetAddress': '615 9th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '22:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '0:0', 'closes': '22:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:30', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '23:15'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '23:10'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '16:0'}]"
Popbar,new-york,"['Desserts', 'Vegetarian', 'Coffee and Tea']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.730598, 'longitude': -74.002012}",+17148843735,https://www.ubereats.com/new-york/food-delivery/popbar/pK98C8RdRbO0_1MwQjCfeg,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '12:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '20:0'}]"
Mulberry &amp Vine - Flatiron,new-york,"['Healthy', 'Vegetarian', 'Gluten Free']",{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.745316, 'longitude': -73.990358}",+12122528468,https://www.ubereats.com/new-york/food-delivery/mulberry-%26-vine-flatiron/_zyg9nxkTCSEQF4CDo171Q,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10001', 'addressCountry': 'US', 'streetAddress': '55 W 27th St'}",[]
Tina's Cuban Cuisine,new-york,"['Cuban', 'Sandwich', 'Desserts']","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '56'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7599859, 'longitude': -73.9680621}",+16466493663,https://www.ubereats.com/new-york/food-delivery/tinas-cuban-cuisine/7l1k1hv1QLaq6os0N7Vl4w,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10022', 'addressCountry': 'US', 'streetAddress': '940 3rd Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '10:0', 'closes': '20:0'}]"
Etc. Eatery,new-york,"['Burgers', 'American', 'Sandwiches']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7479699, 'longitude': -73.9845869}",+16464100288,https://www.ubereats.com/new-york/food-delivery/etc-eatery/JGLByXNQTw2iF-SpHn_bKg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '', 'addressCountry': 'US', 'streetAddress': '345 5th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '7:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '7:0', 'closes': '11:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '11:0', 'closes': '20:0'}]"
Tal Bagels - Gramercy ,new-york,"['American', 'Breakfast and Brunch', 'Deli', 'Allergy Friendly']","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '35'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.735579993927594, 'longitude': -73.97975134846224}",+12123878100,https://www.ubereats.com/new-york/food-delivery/tal-bagels-gramercy/zHhlwM6CR9ekYA_Q_Fw_gw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10010', 'addressCountry': 'US', 'streetAddress': '357 1st Avenue'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '7:30', 'closes': '15:30'}]"
Subway (250 E Houston St),new-york,"['Fast Food', 'Sandwich', 'American']","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '103'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.721367, 'longitude': -73.985474}",+12122538670,https://www.ubereats.com/new-york/food-delivery/subway-250-e-houston-st/1W2H9tVCQ9urc2G4Vi2ljw,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '10:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '10:0', 'closes': '22:0'}]"
El Camión Cantina,new-york,"['Mexican', 'Latin American']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7290923, 'longitude': -73.9810516}",+12125335436,https://www.ubereats.com/new-york/food-delivery/el-camion-cantina/TgnxtoG7Ra6u4YuZfX6ZMg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10009', 'addressCountry': 'US', 'streetAddress': '194 Avenue A'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '16:0', 'closes': '22:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '12:0', 'closes': '15:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '16:0', 'closes': '22:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '16:0', 'closes': '22:45'}]"
Moonstruck Eatery - Midtown East,new-york,"['Breakfast and Brunch', 'Cafe', 'Burgers', 'Desserts']","{'@type': 'AggregateRating', 'ratingValue': 5, 'reviewCount': '10'}",$$,"{'@type': 'GeoCoordinates', 'latitude': 40.75998, 'longitude': -73.965045}",+12127521711,https://www.ubereats.com/new-york/food-delivery/moonstruck-eatery-midtown-east/I1unaJ1zSMe52WZREtQfUQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10022', 'addressCountry': 'US', 'streetAddress': '250 E 58th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '22:42'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '22:0'}]"
Dunkin' (250 E Houston St),new-york,"['Breakfast &amp; Brunch', 'Donuts']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7220942, 'longitude': -73.9848741}",+12123881637,https://www.ubereats.com/new-york/food-delivery/dunkin-250-e-houston-st/fLw8EyLKShmTVydsXw0Cmg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '250 E Houston St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '9:0', 'closes': '15:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday'], 'opens': '7:0', 'closes': '18:0'}]"
Harolds,new-york,"['Burgers', 'American', 'Sandwiches']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.72455, 'longitude': -74.0082}",+19178551374,https://www.ubereats.com/new-york/food-delivery/harolds/-4jbonwBRCCcqm5_lKGLdQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10013', 'addressCountry': 'US', 'streetAddress': '2 Renwick St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '12:0', 'closes': '21:0'}]"
Cedar Local,new-york,"['Bar / Pub Food', 'Wings', 'Seafood']",{},,"{'@type': 'GeoCoordinates', 'latitude': 40.70702, 'longitude': -74.00804}",+12123443467,https://www.ubereats.com/new-york/food-delivery/cedar-local/MF4YAZUYQKGd-YZ2eNCvZw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10005', 'addressCountry': 'US', 'streetAddress': '25 Cedar Street'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday'], 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '12:0', 'closes': '22:30'}]"
Zest Ramen,new-york,"['Ramen', 'Japanese', 'Comfort Food']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7181291, 'longitude': -73.9917449}",+12122262801,https://www.ubereats.com/new-york/food-delivery/zest-ramen/nnOCByKJR5SDZkA1dfonwQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '112 Eldridge St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Tuesday', 'Wednesday', 'Thursday'], 'opens': '12:0', 'closes': '22:25'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '12:0', 'closes': '23:25'}]"
Taco Bell (18 E. 14th Street),new-york,"['Burritos', 'Fast Food', 'Mexican']","{'@type': 'AggregateRating', 'ratingValue': 4.4, 'reviewCount': '32'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.73529, 'longitude': -73.99285499999999}",+12126458645,https://www.ubereats.com/new-york/food-delivery/taco-bell-18-e-14th-street/ncXFXlG8RymWjmH_qS0BIw,,"[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '22:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '10:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '22:59'}]"
BentOn Cafe - FiDi,new-york,"['Japanese', 'Sushi', 'Seafood']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.709257, 'longitude': -74.007035}",+12126088850,https://www.ubereats.com/new-york/food-delivery/benton-cafe-fidi/kpMFqpgISAq1miA3RAMPdw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10038', 'addressCountry': 'US', 'streetAddress': '123 William St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:30', 'closes': '20:45'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Friday', 'opens': '11:30', 'closes': '20:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '11:30', 'closes': '19:45'}]"
Insomnia Cookies (164 Orchard St),new-york,"['Bakery', 'Desserts']","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '157'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.72111230000001, 'longitude': -73.9884895}",+12125615580,https://www.ubereats.com/new-york/food-delivery/insomnia-cookies-164-orchard-st/3Z7f148dSOimQxpMtiDfcQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10002', 'addressCountry': 'US', 'streetAddress': '164 Orchard St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '13:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '12:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '13:0', 'closes': '23:0'}]"
Downtown Bakery-2,new-york,"['Mexican', 'Latin American', 'New Mexican']","{'@type': 'AggregateRating', 'ratingValue': 4.3, 'reviewCount': '18'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7254414, 'longitude': -73.987158}",+12122541757,https://www.ubereats.com/new-york/food-delivery/downtown-bakery-2/SaVacv-aTvq9ppvXB6ObYg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10003', 'addressCountry': 'US', 'streetAddress': '69 1st Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '8:0', 'closes': '21:30'}]"
Fresno Gourmet Deli II,new-york,"['Mediterranean', 'Sandwich', 'Salads']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7216549, 'longitude': -73.9809494}",+17189024473,https://www.ubereats.com/new-york/food-delivery/fresno-gourmet-deli-ii/molhE-WvSbeYTkcATE9i-A,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10009', 'addressCountry': 'US', 'streetAddress': '31 Avenue C'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '0:0', 'closes': '23:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '0:0'}]"
Pickler &amp Co. - Midtown East,new-york,"['Sandwich', 'Salads']",{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.752133, 'longitude': -73.97223}",+16461111111,https://www.ubereats.com/new-york/food-delivery/pickler-%26-co-midtown-east/MtOdWjEvS6uceeo2uk-0AA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10017', 'addressCountry': 'US', 'streetAddress': '216 E 45th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '9:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '10:0', 'closes': '15:0'}]"
Absurd Bird,new-york,"['American', 'Chicken', 'Wings']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.7688244, 'longitude': -73.9555881}",+16465846039,https://www.ubereats.com/new-york/food-delivery/absurd-bird/ybbma3EhQ82jn5299BecOw,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'New York', 'postalCode': '10021', 'addressCountry': 'US', 'streetAddress': '1365 1st Avenue'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '10:0', 'closes': '23:0'}]"
M &amp J Asian Cuisine,new-york,"['Asian Fusion', 'Asian', 'Korean', 'Chinese', 'Japanese']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.72920420000001, 'longitude': -73.97796389999999}",+12125336888,https://www.ubereats.com/new-york/food-delivery/m-%26-j-asian-cuisine/wFhm4t96QjKeiMFsamt6tA,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10009', 'addressCountry': 'US', 'streetAddress': '600 East 14th Street'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '11:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '21:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '16:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '22:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '16:0'}]"
Sticky's Finger Joint - Hell's Kitchen,new-york,"['American', 'Chicken', 'Comfort Food']","{'@type': 'AggregateRating', 'ratingValue': 4.7, 'reviewCount': '500'}",$$,"{'@type': 'GeoCoordinates', 'latitude': 40.758887, 'longitude': -73.992046}",+16469228067,https://www.ubereats.com/new-york/food-delivery/stickys-finger-joint-hells-kitchen/ysHh91v8QnqhUBYONAomvQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10036', 'addressCountry': 'US', 'streetAddress': '598 9th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Sunday', 'Monday', 'Tuesday', 'Wednesday'], 'opens': '11:30', 'closes': '21:29'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Thursday', 'Friday', 'Saturday'], 'opens': '11:30', 'closes': '22:30'}]"
Panera (452 5th Avenue),new-york,"['Breakfast and Brunch', 'salad', 'Sandwich', 'Family Meals']","{'@type': 'AggregateRating', 'ratingValue': 3.9, 'reviewCount': '115'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7521111, 'longitude': -73.9823202}",+12129386950,https://www.ubereats.com/new-york/food-delivery/panera-452-5th-avenue/IA50WTBUT6SPfZdXTKrV4Q,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10018', 'addressCountry': 'US', 'streetAddress': '452 5th Avenue'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '10:0', 'closes': '17:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '7:0', 'closes': '18:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:0', 'closes': '17:30'}]"
E-Noodle,new-york,"['Chinese', 'Asian', 'Asian Fusion']","{'@type': 'AggregateRating', 'ratingValue': 4.5, 'reviewCount': '40'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7138377, 'longitude': -73.9971322}",+12122268919,https://www.ubereats.com/new-york/food-delivery/e-noodle/tNEY6X_hT3isehMpvefUoQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10038', 'addressCountry': 'US', 'streetAddress': '5 Catherine St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '11:0', 'closes': '21:0'}]"
&amppizza // Wall St,new-york,"['Pizza', 'American', 'Vegan']","{'@type': 'AggregateRating', 'ratingValue': 4.6, 'reviewCount': '183'}",$,"{'@type': 'GeoCoordinates', 'latitude': 40.7057647, 'longitude': -74.0085474}",+12025587931,https://www.ubereats.com/new-york/food-delivery/%26pizza-wall-st/rACYHcBWSH6X_s_2ue0RbQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10005', 'addressCountry': 'US', 'streetAddress': '63 Wall St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '12:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday'], 'opens': '11:0', 'closes': '21:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Friday', 'Saturday'], 'opens': '11:0', 'closes': '22:0'}]"
Corals kitchenette,new-york,"['Comfort Food', 'American', 'Burgers']",{},$,"{'@type': 'GeoCoordinates', 'latitude': 40.762069, 'longitude': -73.9888373}",+13478612727,https://www.ubereats.com/new-york/food-delivery/corals-kitchenette/_jZR1HjySX2AVBNYNkJhvg,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10036', 'addressCountry': 'US', 'streetAddress': '353 W 48th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Wednesday', 'Thursday', 'Friday'], 'opens': '10:30', 'closes': '18:0'}]"
Dunhill Cafe - Midtown West,new-york,"['Cafe', 'Burgers', 'American']",{},$$,"{'@type': 'GeoCoordinates', 'latitude': 40.757237, 'longitude': -73.983255}",+12129448484,https://www.ubereats.com/new-york/food-delivery/dunhill-cafe-midtown-west/TEgWemkIQdCPdi2YmFueTQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10036', 'addressCountry': 'US', 'streetAddress': '109 W 45th St'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Sunday', 'opens': '8:0', 'closes': '18:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday'], 'opens': '6:0', 'closes': '20:0'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': 'Saturday', 'opens': '8:0', 'closes': '18:0'}]"
Lenwich - Hells Kitchen,new-york,"['American', 'Sandwich']","{'@type': 'AggregateRating', 'ratingValue': 5, 'reviewCount': '44'}",$$,"{'@type': 'GeoCoordinates', 'latitude': 40.7595171, 'longitude': -73.9922156}",+12129577800,https://www.ubereats.com/new-york/food-delivery/lenwich-hells-kitchen/cxOwGxM7QtuweJuzrlt7pQ,"{'@type': 'PostalAddress', 'addressLocality': 'New York', 'addressRegion': 'NY', 'postalCode': '10036', 'addressCountry': 'US', 'streetAddress': '613 9th Ave'}","[{'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '11:30'}, {'@type': 'OpeningHoursSpecification', 'dayOfWeek': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday'], 'opens': '9:0', 'closes': '15:30'}]"
